company,profits,rank,revenues,year
Kaisertech,26.8,100,391.6,1958
Whirlpool,10.2,97,404.6,1959
Morrell (John),2.3,98,401.7,1959
Kennecott,60.1,99,395.4,1959
NCR,15.5,100,393.7,1959
Foremost Dairies,8.7,86,388.1,1956
Ralston Purina,12.6,87,385.5,1956
Reynolds Metals,34.3,88,384.9,1956
Campbell Soup,29.1,89,377.6,1956
Philco,8.4,90,373.4,1956
Owens-Illinois,27.0,91,370.3,1956
Merritt-Chapman & Scott,10.7,92,360.3,1956
Unocal,30.5,93,359.5,1956
Singer,18.1,94,354.1,1956
Phelps Dodge,72.3,95,353.4,1956
United Merchants & Mfrs.,15.5,96,341.8,1956
Carnation,7.7,95,310.0,1955
Amstar,7.6,96,308.8,1955
Reynolds Metals,20.3,97,306.8,1955
Morrell (John),0.5,98,306.5,1955
BP America,18.5,99,304.4,1955
American Standard,20.4,100,303.4,1955
Morrell (John),2.3,89,571.2,1963
NL Industries,49.0,90,570.7,1963
Pure Oil,28.9,91,568.1,1963
Coca-Cola,46.7,92,567.7,1963
NCR,20.6,93,564.0,1963
Textron,14.8,94,549.5,1963
General Mills,10.2,95,546.4,1963
Weyerhaeuser,39.1,96,543.2,1963
Deere,36.3,97,541.5,1963
Beatrice,11.8,98,539.2,1963
General Mills,12.8,80,575.5,1962
Campbell Soup,43.9,81,572.4,1962
St. Regis,19.3,82,565.0,1962
Crown Zellerbach,36.7,83,563.8,1962
Raytheon,6.9,84,562.9,1962
Atlantic Richfield,46.1,85,557.3,1962
NL Industries,51.7,86,555.7,1962
Morrell (John),2.2,87,554.7,1962
Pure Oil,30.1,88,548.9,1962
Youngstown Sheet & Tube,26.2,89,545.8,1962
Crown Zellerbach,40.1,79,553.7,1961
Sealed Air,16.2,80,552.9,1961
3M,70.7,81,549.7,1961
Raytheon,11.5,82,540.0,1961
General Mills,11.5,83,537.8,1961
St. Regis,49.8,84,536.2,1961
Allis-Chalmers,10.6,85,530.0,1961
Singer,20.9,86,525.9,1961
Pure Oil,32.6,87,523.6,1961
NL Industries,50.2,88,522.7,1961
Campbell Soup,39.9,89,516.2,1961
J.P. Stevens,15.3,90,512.7,1961
Morrell (John),3.6,91,511.8,1961
Uniroyal,24.1,72,"1,555.6",1971
Alcoa,95.5,73,"1,522.4",1971
Fortune Brands,108.2,74,"1,447.6",1971
Bendix,24.1,75,"1,442.9",1971
NCR,30.2,76,"1,420.6",1971
American Standard,3.1,77,"1,417.8",1971
Signal Companies,-48.5,78,"1,412.2",1971
Ashland,37.8,79,"1,407.2",1971
Owens-Illinois,53.2,80,"1,402.4",1971
Chiquita Brands Intl.,-2.1,81,"1,395.7",1971
Deere,55.8,74,886.6,1966
Olin,50.5,75,874.2,1966
Coca-Cola,75.7,76,864.0,1966
American Cyanamid,93.1,77,863.0,1966
Celanese,65.0,78,862.3,1966
Colgate-Palmolive,28.0,79,862.1,1966
Grumman,20.9,80,852.0,1966
Textron,29.1,81,851.0,1966
Bestfoods,58.8,72,"1,048.4",1967
Douglas Aircraft,-27.6,73,"1,048.0",1967
Sunoco,100.6,74,"1,047.3",1967
Goodrich,48.6,75,"1,039.1",1967
Champion International,43.3,76,"1,029.5",1967
Celanese,66.7,77,"1,019.9",1967
Jones & Laughlin Steel,65.1,78,"1,010.0",1967
FMC,62.9,79,"1,009.7",1967
GenCorp,50.2,80,"1,001.5",1967
Wilson,12.9,81,990.9,1967
Coca-Cola,89.0,82,979.2,1967
Bestfoods,50.3,58,856.9,1964
National Intergroup,63.8,59,846.5,1964
Sunoco,61.2,60,844.1,1964
Jones & Laughlin Steel,44.4,61,835.8,1964
Goodrich,27.1,62,828.8,1964
Bendix,22.2,63,813.1,1964
Ryerson Tull,56.1,64,808.1,1964
Ralston Purina,23.3,65,807.8,1964
Singer,41.5,66,790.2,1964
Olin,37.0,67,779.2,1964
Uniroyal,56.9,60,"1,429.2",1969
Atlantic Richfield,148.9,61,"1,413.7",1969
3M,161.4,62,"1,405.0",1969
Republic Steel,78.2,63,"1,399.5",1969
Bendix,43.8,64,"1,388.7",1969
FMC,75.2,65,"1,376.2",1969
ARMCO,88.0,66,"1,375.2",1969
Alcoa,104.7,67,"1,352.8",1969
Signal Companies,88.7,68,"1,318.0",1969
McDonnell Douglas,24.5,65,865.4,1965
Ralston Purina,24.4,66,864.8,1965
Sunoco,68.5,67,838.3,1965
Coca-Cola,65.3,68,833.6,1965
FMC,44.5,69,830.1,1965
PPG Industries,49.0,70,827.6,1965
Deere,59.4,71,816.6,1965
Olin,41.3,72,815.7,1965
Sealed Air,40.0,73,815.0,1965
Colgate-Palmolive,25.9,74,806.6,1965
American Cyanamid,81.6,75,779.0,1965
Ralston Purina,29.9,60,"1,275.2",1968
Bendix,43.7,61,"1,274.0",1968
Republic Steel,75.2,62,"1,266.3",1968
Uniroyal,33.0,63,"1,264.7",1968
Honeywell Intl.,73.3,64,"1,243.4",1968
3M,147.1,65,"1,231.1",1968
Nabisco Group Holdings,151.0,66,"1,214.9",1968
Sunoco,108.6,67,"1,151.7",1968
ARMCO,70.6,68,"1,138.1",1968
Alcoa,122.4,67,"1,545.2",1970
Sara Lee,49.7,68,"1,512.1",1970
Republic Steel,79.1,69,"1,500.3",1970
Chiquita Brands Intl.,26.0,70,"1,495.7",1970
Xerox,161.4,71,"1,482.9",1970
Bendix,56.2,72,"1,467.9",1970
Champion International,64.4,73,"1,455.5",1970
Signal Companies,52.3,74,"1,432.4",1970
Honeywell,62.5,75,"1,426.0",1970
Anaconda,99.3,76,"1,410.6",1970
ARMCO,50.7,66,"1,696.2",1972
Sara Lee,59.4,67,"1,688.9",1972
Uniroyal,43.1,68,"1,677.7",1972
Fortune Brands,119.4,69,"1,626.8",1972
Ashland,23.8,70,"1,614.0",1972
Bendix,42.1,71,"1,612.8",1972
Coca-Cola,190.2,61,"1,876.2",1973
Champion International,59.5,62,"1,871.7",1973
Citgo Petroleum,112.1,63,"1,862.1",1973
Ralston Purina,58.2,64,"1,833.4",1973
Sperry,60.8,65,"1,823.9",1973
Burlington Industries Equity,49.6,66,"1,816.1",1973
Colgate-Palmolive,67.5,67,"1,807.6",1973
Sara Lee,63.8,68,"1,799.8",1973
Uniroyal,46.7,69,"1,798.9",1973
Sunoco,229.7,60,"2,286.0",1974
Bendix,68.7,61,"2,229.5",1974
Sperry,90.1,62,"2,229.3",1974
Georgia-Pacific,162.8,63,"2,228.7",1974
Champion International,86.8,64,"2,208.0",1974
Colgate-Palmolive,88.8,65,"2,195.3",1974
American Can,66.4,66,"2,181.6",1974
TRW,95.1,67,"2,164.6",1974
Alcoa,104.2,68,"2,157.3",1974
Coca-Cola,215.0,69,"2,145.0",1974
National Intergroup,98.1,70,"2,103.3",1974
Getty Oil,281.0,61,"2,742.3",1975
Republic Steel,170.7,62,"2,741.4",1975
National Intergroup,175.8,63,"2,727.8",1975
Alcoa,173.1,64,"2,727.3",1975
Singer,-10.1,65,"2,661.7",1975
American Can,95.1,66,"2,657.9",1975
Honeywell,75.8,67,"2,625.7",1975
Colgate-Palmolive,118.7,68,"2,615.4",1975
International Paper,218.0,58,"3,080.8",1976
ARMCO,116.7,59,"3,046.7",1976
Sperry,131.4,60,"3,040.9",1976
Getty Oil,256.7,61,"2,983.6",1976
Deere,179.1,62,"2,955.2",1976
Marathon Oil,128.1,63,"2,878.2",1976
Coca-Cola,239.3,64,"2,872.8",1976
ARMCO,123.7,63,"3,151.0",1977
American Can,100.9,64,"3,142.5",1977
Altria Group,265.7,65,"3,134.5",1977
Deere,241.6,66,"3,133.8",1977
Getty Oil,258.5,67,"3,058.7",1977
Georgia-Pacific,215.3,68,"3,038.0",1977
Coca-Cola,285.0,69,"3,032.8",1977
ARMCO,198.3,54,"4,357.3",1979
Greyhound,58.4,55,"4,351.2",1979
Coca-Cola,374.7,56,"4,337.9",1979
Colgate-Palmolive,175.6,57,"4,312.1",1979
Gulf & Western Industries,180.5,58,"4,312.0",1979
Sealed Air,170.4,59,"4,309.6",1979
PepsiCo,225.8,60,"4,300.0",1979
Deere,264.8,61,"4,155.0",1979
Sealed Air,140.5,51,"3,976.2",1978
Altria Group,334.9,52,"3,849.5",1978
Greyhound,82.5,53,"3,841.5",1978
Colgate-Palmolive,160.5,54,"3,837.2",1978
Ralston Purina,142.7,55,"3,756.3",1978
Georgia-Pacific,262.0,56,"3,675.0",1978
Ashland,526.3,44,"6,473.9",1980
Rockwell Automation,261.1,45,"6,466.1",1980
Kraft,188.1,46,"6,432.9",1980
Citgo Petroleum,347.5,47,"6,276.5",1980
Monsanto,331.0,48,"6,192.6",1980
Altria Group,507.9,49,"6,144.1",1980
General Foods,232.1,50,"5,472.5",1980
Eastman Kodak,"1,153.6",29,"9,734.3",1981
Boeing,600.5,30,"9,426.2",1981
Kraft,383.1,31,"9,411.5",1981
Procter & Gamble,593.0,25,"11,416.0",1982
Chrysler,-475.6,26,"10,821.6",1982
Unocal,791.4,27,"10,745.9",1982
Eastman Kodak,"1,239.0",28,"10,337.0",1982
Kraft,347.5,29,"10,211.0",1982
Union Carbide,649.0,30,"10,168.0",1982
Boeing,473.0,31,"9,788.2",1982
Nabisco Group Holdings,767.8,32,"9,765.7",1982
Amerada Hess,212.6,33,"9,396.2",1982
CBS,438.0,34,"9,367.5",1982
Marathon Oil,-361.0,14,"18,375.0",1983
Occidental Petroleum,155.6,15,"18,212.2",1983
ITT Industries,702.8,16,"15,958.4",1983
ConocoPhillips,646.0,17,"15,698.0",1983
Sunoco,537.0,18,"15,519.0",1983
Tenneco Automotive,819.0,19,"15,241.0",1983
United Technologies,533.7,20,"13,577.1",1983
Mobil,"1,503.0",3,"54,607.0",1984
Ford Motor,"1,866.9",4,"44,454.6",1984
Intl. Business Machines,"5,485.0",5,"40,180.0",1984
Texaco,"1,233.0",6,"40,068.0",1984
DuPont,"1,127.0",7,"35,378.0",1984
Amoco,"1,868.0",8,"27,635.0",1984
ChevronTexaco,"1,590.0",9,"27,342.0",1984
General Electric,"2,024.0",10,"26,797.0",1984
Gulf Oil,978.0,11,"26,581.0",1984
Exxon Mobil,"5,528.0",1,"90,854.0",1985
Pillsbury,5.3,97,341.1,1956
BP America,23.0,98,339.7,1956
American Standard,22.6,99,339.6,1956
Deere,28.3,100,339.6,1956
Reynolds Metals,26.6,99,537.3,1963
Nabisco Brands,30.4,100,526.5,1963
Coca-Cola,42.5,90,536.5,1962
Sealed Air,18.8,91,534.7,1962
Standard Brands,18.7,92,519.3,1962
NCR,21.7,93,518.9,1962
AMF,27.5,94,516.5,1962
Deere,32.0,95,509.6,1962
Allis-Chalmers,5.6,96,502.2,1962
Kennecott,61.9,97,501.0,1962
Ralston Purina,18.0,92,510.3,1961
Coca-Cola,39.3,93,502.0,1961
Kennecott,77.4,94,496.5,1961
American Standard,13.2,95,480.2,1961
Asarco,28.9,96,475.6,1961
Deere,17.8,97,468.5,1961
United Merchants & Mfrs.,14.3,98,468.2,1961
Sunray DX Oil,41.1,99,463.8,1961
Weyerhaeuser,47.8,100,457.9,1961
Bestfoods,61.0,82,"1,376.0",1971
BP America,69.0,83,"1,374.4",1971
Republic Steel,35.2,84,"1,364.7",1971
Champion International,32.5,85,"1,356.0",1971
FMC,58.8,86,"1,330.5",1971
Wyeth,135.4,87,"1,294.3",1971
Raytheon,30.9,88,"1,258.7",1971
Warner-Lambert,98.3,89,"1,256.6",1971
Owens-Illinois,67.2,82,825.8,1966
Wilson,9.2,83,815.2,1966
BorgWarner,45.4,84,815.1,1966
Youngstown Sheet & Tube,51.6,85,768.9,1966
Douglas Aircraft,14.6,86,766.8,1966
J.P. Stevens,29.4,87,760.0,1966
NL Industries,58.7,88,758.3,1966
Bendix,28.2,89,754.4,1966
American Cyanamid,94.4,83,952.6,1967
PPG Industries,49.5,84,941.7,1967
Colgate-Palmolive,30.5,85,931.6,1967
Fortune Brands,86.0,86,918.7,1967
Honeywell,45.3,87,914.4,1967
BorgWarner,47.2,88,913.0,1967
Wyeth,93.8,89,909.6,1967
Owens-Illinois,54.2,90,908.0,1967
NCR,27.2,91,871.3,1967
American Motors,-12.6,92,870.4,1967
TRW,35.2,93,863.9,1967
Allis-Chalmers,26.2,94,857.2,1967
PPG Industries,45.6,68,778.5,1964
3M,90.6,69,761.8,1964
Colgate-Palmolive,23.8,70,722.0,1964
American Cyanamid,66.3,71,710.5,1964
Anaconda,45.3,72,708.6,1964
AMAX,37.8,73,706.9,1964
Wilson,7.3,74,700.1,1964
Douglas Aircraft,11.8,75,698.3,1964
Gulf & Western Industries,69.8,69,"1,313.9",1969
Champion International,54.7,70,"1,283.4",1969
Ralston Purina,37.2,71,"1,281.5",1969
Honeywell,50.5,72,"1,281.3",1969
Honeywell Intl.,17.8,73,"1,278.1",1969
Nabisco Group Holdings,150.0,74,"1,264.7",1969
Celanese,-77.1,75,"1,255.8",1969
Sara Lee,52.3,76,"1,216.8",1969
Coca-Cola,110.3,77,"1,185.8",1969
Avco,57.0,78,"1,183.4",1969
Martin Marietta,37.2,76,767.1,1965
Wilson,12.6,77,766.4,1965
Bendix,23.9,78,742.3,1965
Youngstown Sheet & Tube,53.8,79,725.9,1965
Textron,22.1,80,720.2,1965
BorgWarner,41.8,81,719.3,1965
Celanese,54.9,82,700.8,1965
Owens-Illinois,42.7,83,693.6,1965
Singer,50.2,69,"1,137.7",1968
Celanese,59.3,70,"1,110.0",1968
Raytheon,28.6,71,"1,106.0",1968
Sara Lee,29.5,72,"1,089.8",1968
Deere,57.6,73,"1,086.4",1968
Bestfoods,51.2,74,"1,072.9",1968
Champion International,36.1,75,"1,049.7",1968
Anaconda,94.3,76,"1,047.8",1968
Honeywell,42.3,77,"1,044.9",1968
FMC,67.3,77,"1,409.3",1970
Ralston Purina,46.9,78,"1,386.3",1970
Coca-Cola,121.0,79,"1,365.4",1970
Fortune Brands,98.5,80,"1,361.3",1970
Honeywell Intl.,68.0,81,"1,316.1",1970
American Standard,38.6,82,"1,307.4",1970
Beatrice,43.7,83,"1,302.9",1970
Teledyne,60.1,84,"1,294.8",1970
Owens-Illinois,69.7,85,"1,294.4",1970
Raytheon,35.2,86,"1,285.1",1970
NCR,44.1,87,"1,254.6",1970
Textron,71.8,72,"1,603.7",1972
Champion International,45.8,73,"1,599.8",1972
Gulf & Western Industries,55.6,74,"1,566.3",1972
TRW,67.3,75,"1,543.6",1972
National Intergroup,48.7,76,"1,522.1",1972
Owens-Illinois,59.6,77,"1,507.6",1972
Bestfoods,51.6,78,"1,500.5",1972
NCR,1.3,79,"1,465.7",1972
Chiquita Brands Intl.,-24.0,80,"1,448.9",1972
Georgia-Pacific,86.3,81,"1,447.3",1972
Alcoa,55.3,82,"1,441.2",1972
Ashland,68.3,70,"1,780.0",1973
Bendix,56.4,71,"1,776.5",1973
Alcoa,102.8,72,"1,753.0",1973
Fortune Brands,123.3,73,"1,734.3",1973
OfficeMax,-170.6,74,"1,710.3",1973
TRW,76.1,75,"1,687.5",1973
Textron,82.1,76,"1,678.4",1973
Weyerhaeuser,158.1,77,"1,675.9",1973
Gulf & Western Industries,69.4,78,"1,669.7",1973
Burlington Industries Equity,82.4,71,"2,099.8",1974
Uniroyal,47.1,72,"2,082.7",1974
Republic Steel,86.7,73,"2,068.6",1974
Chiquita Brands Intl.,25.4,74,"2,066.2",1974
Ashland,85.2,75,"2,052.8",1974
Sara Lee,72.1,76,"2,042.9",1974
Citgo Petroleum,146.9,77,"2,034.6",1974
Deere,168.5,78,"2,003.0",1974
Gulf & Western Industries,89.2,79,"1,927.2",1974
Amerada Hess,245.8,80,"1,896.4",1974
Bestfoods,75.5,81,"1,874.3",1974
Fortune Brands,131.3,82,"1,864.9",1974
Textron,100.8,83,"1,858.4",1974
Sperry,112.6,69,"2,613.5",1975
Bestfoods,99.2,70,"2,570.3",1975
Champion International,100.9,71,"2,532.3",1975
Weyerhaeuser,276.2,72,"2,529.0",1975
Coca-Cola,196.0,73,"2,522.2",1975
Deere,164.3,74,"2,495.1",1975
TRW,100.9,75,"2,486.0",1975
Bendix,75.8,76,"2,480.9",1975
Ryerson Tull,148.0,77,"2,450.3",1975
Georgia-Pacific,164.3,78,"2,432.3",1975
American Can,77.3,65,"2,870.2",1976
Colgate-Palmolive,119.0,66,"2,860.5",1976
Honeywell,77.8,67,"2,760.1",1976
Bestfoods,109.2,68,"2,741.5",1976
Gulf & Western Industries,140.1,69,"2,602.1",1976
Bendix,79.8,70,"2,589.7",1976
TRW,103.9,71,"2,585.7",1976
Fortune Brands,148.5,72,"2,569.7",1976
Singer,-451.9,73,"2,568.0",1976
Altria Group,211.6,74,"2,564.0",1976
Bendix,104.7,70,"2,947.0",1977
TRW,133.1,71,"2,929.0",1977
Alcoa,143.8,72,"2,924.4",1977
BP America,136.9,73,"2,916.4",1977
Champion International,103.1,74,"2,910.5",1977
Weyerhaeuser,306.0,75,"2,868.4",1977
National Intergroup,85.7,76,"2,840.5",1977
PepsiCo,136.0,77,"2,727.5",1977
Sara Lee,89.5,78,"2,726.5",1977
Bestfoods,122.0,79,"2,695.8",1977
Fortune Brands,122.0,80,"2,671.6",1977
International Paper,234.2,62,"4,150.2",1979
McDonnell Douglas,161.1,63,"4,130.3",1979
Ralston Purina,154.6,64,"4,058.4",1979
Alcoa,312.7,65,"4,051.8",1979
American Can,105.6,66,"3,981.0",1979
Continental Group,126.2,67,"3,943.9",1979
Borden Chemical,135.8,68,"3,802.6",1979
Weyerhaeuser,371.1,69,"3,799.4",1979
TRW,174.2,70,"3,787.2",1979
National Intergroup,112.4,71,"3,750.4",1979
Litton Industries,-90.8,72,"3,651.3",1979
International Paper,233.7,57,"3,668.9",1978
Continental Group,143.8,58,"3,660.9",1978
Gulf & Western Industries,150.3,59,"3,643.0",1978
Deere,255.6,60,"3,604.0",1978
Coca-Cola,326.2,61,"3,559.9",1978
ARMCO,119.8,62,"3,549.2",1978
PepsiCo,187.3,63,"3,545.7",1978
McDonnell Douglas,123.0,64,"3,544.8",1978
American Can,114.0,65,"3,538.6",1978
3M,655.2,51,"5,440.4",1980
Gulf & Western Industries,227.4,52,"5,288.2",1980
Firestone Tire & Rubber,112.9,53,"5,284.2",1980
McDonnell Douglas,199.1,54,"5,278.5",1980
Sealed Air,222.6,55,"5,266.6",1980
Georgia-Pacific,327.0,56,"5,207.0",1980
PepsiCo,264.9,57,"5,090.6",1980
ARMCO,221.0,58,"5,035.1",1980
Chrysler,"-1,709.7",32,"9,225.3",1981
Caterpillar,564.8,33,"8,597.8",1981
CBS,402.9,34,"8,514.3",1981
Nabisco Group Holdings,670.4,35,"8,449.0",1981
Goodyear Tire & Rubber,230.7,36,"8,444.0",1981
Beatrice,290.1,37,"8,290.5",1981
Xerox,619.2,38,"8,196.5",1981
Marathon Oil,379.0,39,"8,179.8",1981
Ashland,90.0,35,"9,262.1",1982
Marathon Oil,343.1,36,"9,220.0",1982
Caterpillar,578.9,37,"9,154.5",1982
Goodyear Tire & Rubber,260.3,38,"9,152.9",1982
Citgo Petroleum,-49.2,39,"8,899.3",1982
LTV,386.3,40,"8,822.7",1982
Beatrice,304.2,41,"8,772.8",1982
Xerox,598.2,42,"8,691.0",1982
Altria Group,676.2,43,"8,306.6",1982
RCA,54.0,44,"8,004.8",1982
BP America,"1,879.0",21,"13,120.0",1983
AT&T Technologies,336.7,22,"12,579.9",1983
Procter & Gamble,777.0,23,"11,994.0",1983
Getty Oil,691.6,24,"11,970.7",1983
Nabisco Group Holdings,870.0,25,"10,906.0",1983
Eastman Kodak,"1,162.0",26,"10,815.0",1983
Dow Chemical,399.0,27,"10,618.0",1983
Unocal,804.0,28,"10,390.4",1983
Chrysler,170.1,29,"10,044.9",1983
Atlantic Richfield,"1,547.9",12,"25,147.0",1984
Shell Oil,"1,633.0",13,"19,678.0",1984
Occidental Petroleum,566.7,14,"19,115.7",1984
Marathon Oil,"-1,161.0",15,"16,869.0",1984
ConocoPhillips,721.0,16,"15,249.0",1984
Sunoco,453.0,17,"14,730.0",1984
United Technologies,509.2,18,"14,669.3",1984
Tenneco Automotive,716.0,19,"14,353.0",1984
ITT Industries,674.5,20,"14,155.4",1984
Chrysler,700.9,21,"13,240.4",1984
General Motors,"4,516.5",2,"83,889.9",1985
Mobil,"1,268.0",3,"56,047.0",1985
Ford Motor,"2,906.8",4,"52,366.4",1985
Texaco,306.0,5,"47,334.0",1985
Intl. Business Machines,"6,582.0",6,"45,937.0",1985
DuPont,"1,431.0",7,"35,915.0",1985
AT&T,"1,369.9",8,"33,187.5",1985
General Electric,"2,280.0",9,"27,947.0",1985
Amoco,"2,183.0",10,"26,949.0",1985
ChevronTexaco,"1,534.0",11,"26,798.0",1985
Atlantic Richfield,567.0,12,"24,686.0",1985
General Motors,"3,999.0",1,"96,371.7",1986
Exxon Mobil,"4,870.0",2,"86,673.0",1986
J.P. Stevens,10.5,98,495.4,1962
Weyerhaeuser,36.6,99,491.6,1962
Nabisco Brands,28.4,100,486.3,1962
Genesco,22.1,90,"1,250.7",1971
Honeywell Intl.,68.4,91,"1,248.5",1971
National Intergroup,59.0,92,"1,248.4",1971
Weyerhaeuser,124.2,93,"1,233.4",1971
U.S. Industries,65.8,94,"1,231.5",1971
Getty Oil,111.1,95,"1,221.2",1971
Teledyne,64.1,96,"1,216.4",1971
Colgate-Palmolive,40.3,97,"1,210.2",1971
Wyeth,76.5,90,751.0,1966
Reynolds Metals,52.6,91,739.8,1966
NCR,24.7,92,736.8,1966
Weyerhaeuser,83.4,93,721.4,1966
Allis-Chalmers,22.1,94,714.4,1966
Campbell Soup,51.4,95,712.8,1966
Crown Zellerbach,47.4,96,712.7,1966
Fortune Brands,80.5,97,707.2,1966
Tidewater Oil,57.2,98,706.3,1966
Signal Companies,32.2,95,848.0,1967
Reynolds Metals,64.2,96,839.4,1967
Weyerhaeuser,79.2,97,837.8,1967
Carnation,28.0,98,812.9,1967
Morrell (John),1.9,99,811.6,1967
J.P. Stevens,32.7,100,805.3,1967
BorgWarner,37.7,76,688.5,1964
Fortune Brands,68.8,77,678.0,1964
Tidewater Oil,43.8,78,661.7,1964
Owens-Illinois,39.5,79,654.1,1964
Honeywell,34.7,80,648.5,1964
Deere,45.7,81,639.1,1964
Campbell Soup,43.8,82,638.2,1964
Coca-Cola,52.4,83,637.4,1964
Youngstown Sheet & Tube,38.9,84,626.9,1964
Atlantic Richfield,44.0,85,624.3,1964
Raytheon,29.6,79,"1,158.0",1969
Grumman,19.0,80,"1,152.6",1969
Owens-Illinois,55.1,81,"1,152.2",1969
Goodrich,44.8,82,"1,139.7",1969
National Intergroup,75.6,83,"1,139.1",1969
Bestfoods,53.9,84,"1,137.9",1969
Fortune Brands,92.9,85,"1,117.4",1969
NCR,35.9,86,"1,102.2",1969
Colgate-Palmolive,36.6,87,"1,098.1",1969
Getty Oil,98.2,88,"1,085.8",1969
Fortune Brands,73.2,84,689.2,1965
Litton Industries,29.8,85,686.1,1965
J.P. Stevens,17.1,86,684.7,1965
NL Industries,56.2,87,683.6,1965
Tidewater Oil,48.7,88,675.0,1965
Honeywell,41.4,89,667.2,1965
NCR,22.5,90,665.8,1965
Crown Zellerbach,56.7,91,663.8,1965
Weyerhaeuser,67.6,92,663.3,1965
Campbell Soup,48.2,93,660.4,1965
Morrell (John),4.7,94,655.7,1965
Douglas Aircraft,13.7,95,650.1,1965
Atlantic Richfield,47.1,96,636.3,1965
Allis-Chalmers,12.7,97,629.1,1965
Coca-Cola,100.5,78,"1,043.1",1968
Getty Oil,118.2,79,"1,041.5",1968
TRW,42.8,80,"1,040.9",1968
Colgate-Palmolive,33.5,81,"1,025.4",1968
National Intergroup,69.6,82,"1,017.6",1968
Goodrich,35.2,83,"1,006.2",1968
Avco,74.6,84,997.0,1968
Ryerson Tull,54.0,85,991.9,1968
Celanese,79.5,88,"1,249.9",1970
Weyerhaeuser,131.4,89,"1,239.2",1970
Goodrich,37.8,90,"1,229.1",1970
National Intergroup,78.0,91,"1,225.1",1970
Bestfoods,55.3,92,"1,218.0",1970
Ryerson Tull,60.9,93,"1,216.4",1970
Wyeth,123.3,94,"1,193.0",1970
Genesco,30.3,95,"1,185.6",1970
Grumman,22.1,96,"1,180.3",1970
BP America,51.9,97,"1,160.4",1970
Wyeth,160.0,83,"1,429.3",1972
American Standard,-83.8,84,"1,409.7",1972
U.S. Industries,72.7,85,"1,406.8",1972
BP America,54.7,86,"1,393.8",1972
Republic Steel,1.4,87,"1,384.8",1972
FMC,38.8,88,"1,353.6",1972
Amerada Hess,133.2,89,"1,349.2",1972
Warner-Lambert,108.1,90,"1,346.1",1972
Chiquita Brands Intl.,17.7,79,"1,668.3",1973
National Intergroup,71.2,80,"1,660.2",1973
Owens-Illinois,69.0,81,"1,636.3",1973
Bestfoods,86.6,82,"1,607.4",1973
Republic Steel,43.1,83,"1,595.7",1973
Wyeth,175.4,84,"1,587.1",1973
U.S. Industries,80.7,85,"1,578.5",1973
NCR,-59.6,86,"1,557.7",1973
General Dynamics,24.3,87,"1,539.4",1973
Owens-Illinois,130.9,84,"1,856.9",1974
Ryerson Tull,83.1,85,"1,829.0",1974
NCR,72.0,86,"1,816.3",1974
Wyeth,199.2,87,"1,784.4",1974
American Motors,86.0,88,"1,739.0",1974
Goodrich,56.1,89,"1,721.9",1974
FMC,79.2,90,"1,719.3",1974
Signal Companies,58.4,91,"1,711.0",1974
Altria Group,148.6,92,"1,709.0",1974
PepsiCo,79.6,93,"1,697.9",1974
Sara Lee,71.6,79,"2,379.9",1975
Burlington Industries Equity,99.5,80,"2,330.0",1975
Uniroyal,48.6,81,"2,300.5",1975
Gulf & Western Industries,100.6,82,"2,295.5",1975
Chiquita Brands Intl.,-43.6,83,"2,230.1",1975
Honeywell Intl.,150.8,84,"2,215.9",1975
Fortune Brands,136.7,85,"2,210.4",1975
BP America,147.5,86,"2,166.2",1975
Sara Lee,12.7,75,"2,535.8",1976
BP America,126.6,76,"2,484.2",1976
Textron,96.0,77,"2,459.1",1976
Weyerhaeuser,191.9,78,"2,421.3",1976
Champion International,61.0,79,"2,399.3",1976
Georgia-Pacific,148.0,80,"2,358.6",1976
Republic Steel,72.2,81,"2,333.3",1976
Honeywell Intl.,116.2,82,"2,333.1",1976
PepsiCo,104.6,83,"2,321.2",1976
General Mills,76.2,84,"2,308.9",1976
Alcoa,64.8,85,"2,305.9",1976
General Mills,100.5,81,"2,645.0",1977
Honeywell Intl.,116.8,82,"2,629.6",1977
Textron,121.1,83,"2,627.2",1977
Owens-Illinois,178.3,84,"2,571.7",1977
General Dynamics,99.6,85,"2,553.5",1977
Republic Steel,65.9,86,"2,545.6",1977
Johnson & Johnson,205.4,87,"2,522.5",1977
Honeywell,113.1,88,"2,495.3",1977
Wyeth,277.9,89,"2,471.7",1977
Raytheon,85.2,90,"2,462.8",1977
Signal Companies,64.8,91,"2,451.6",1977
Ryerson Tull,104.0,92,"2,388.2",1977
Sperry,176.6,73,"3,649.5",1979
Champion International,168.7,74,"3,632.4",1979
Bendix,129.6,75,"3,625.5",1979
Signal Companies,160.7,76,"3,571.8",1979
Honeywell,201.4,77,"3,547.8",1979
Sara Lee,100.6,78,"3,535.6",1979
Getty Oil,327.8,79,"3,514.7",1979
Johnson & Johnson,299.1,80,"3,497.3",1979
Lockheed Martin,64.9,81,"3,496.3",1979
Republic Steel,111.1,82,"3,479.5",1979
Fortune Brands,211.5,83,"3,293.5",1979
Honeywell Intl.,120.2,84,"3,268.0",1979
BP America,181.1,66,"3,523.2",1978
